NUMBER X_IMAGE Y_IMAGE mean med std sky
18737 1316.7612 2236.6504 894.4613607665847 894.0856172047843 4.050724736698965 883.7198224500676
18840 959.9086 2211.1467 1478.0361581801353 1418.875217726275 300.65498545822913 884.6372964870443
18984 839.913 2203.8826 983.3263513282233 985.0941276093672 32.85049942559088 884.7344947934835
19078 1872.1516 2201.1743 898.7439218867321 898.715567164797 3.943110410909127 884.0130313025204
19090 736.0536 2195.468 909.978749432132 908.4981932367939 7.772872779731096 883.9625175339693
19108 1363.7529 2196.811 912.8345984400744 912.5688393366515 8.86717613098477 883.8894990101434
19493 1425.6667 2158.5706 896.6862625988995 896.8764575965599 3.1085136860046534 883.9462599430453
19595 1135.8125 2140.0408 1151.3317796772099 1150.64744839689 65.96708487194057 884.6019761168448
19676 1243.3312 2142.7761 896.1049620186952 895.1932214026499 4.038922229302277 884.3446228768821
19930 1573.3817 2115.9575 910.7513701461421 910.9024929924116 10.392153479328252 884.7015735101083
19931 1577.657 2087.0212 1088.9761728740575 1062.1952949318797 104.9669248034944 884.7292419723678
19954 601.2157 2107.1394 1014.012103876348 1016.0690012911505 46.68058736905107 883.8781157976041
20019 1812.3226 2096.0542 898.2869208396219 898.3555536157908 5.36494061512269 883.7809984407965
20033 1277.8452 2106.8186 906.629584482919 904.915692599843 9.642558885931141 883.7568304143159
20112 1730.5696 2070.7893 941.755643610819 937.5512786181616 19.95623772814536 883.8601554166484
20143 824.9482 2096.6387 895.9714362882112 894.7525454760051 6.824810343666281 884.3554472779124
20266 1986.5842 2079.3481 932.0326687180863 932.3203484400829 11.98445560035051 884.1922524965096
20520 1490.296 2053.8037 1017.1139474010482 1008.8764778273917 57.17929958168225 885.1138762636441
20533 829.8643 2053.3157 932.3353156033933 922.5704685234899 25.85038593049595 884.7254031442085
20622 1314.0791 2053.1929 894.7058228927561 894.7965375623021 3.885546904767332 883.9882723146021
20650 1837.395 2047.9969 909.204116640654 908.6447965381064 7.769467690033969 883.281526829506
20677 1557.8351 2046.598 904.7437518812407 904.4882166615289 6.996747038929781 885.3690036473781
20678 1172.3502 2047.7201 891.3279391229911 891.4177119043823 2.822896982299629 884.0298206881392
20693 716.547 2047.4352 893.907776500787 892.5777998966214 6.0393865056240115 883.5966835116529
20711 1520.2769 2041.7483 917.4835961201251 917.0499380758945 12.054521012112852 885.7681210506723
21083 827.4995 2007.8021 925.1456603080683 914.9252196339203 24.000531481373645 884.48835551916
21084 807.6149 1990.676 962.2029607833198 964.2933674460706 20.132869258014363 883.9940378384756
21127 1678.4635 2009.5653 910.4539115550095 910.3927690479698 7.466927382038221 883.4205264897917
21149 1761.9008 2001.2129 911.9030805195197 911.0084458758157 6.804424647703371 883.6221723046542
21160 961.33 2004.1576 891.3107092898701 891.1528272543189 4.548393378691941 883.6991433840174
21172 661.3079 1995.3284 907.8865275452225 907.1393412321447 7.795620992999809 883.3811643295594
21266 604.717 1993.173 900.6606818171534 897.0637599434317 10.039556411551715 883.4858270192142
21274 1532.1282 1986.7023 1000.6240744789127 986.9213562070365 53.075516301433844 884.6468443879846
21373 753.6533 1980.7382 914.5787612610994 912.2598713137338 13.059851422395043 883.8932741120775
21374 768.3755 1974.813 1005.4782651906191 995.4179849920281 46.23253775167877 883.9216359829257
21397 1930.46 1975.5778 892.966246433058 892.713395570036 2.997632059271148 882.8738636921744
21426 1583.8698 1975.8047 910.9364188888593 909.1896769341106 10.31577909752025 887.2314567700205
21686 1030.9619 1944.4434 904.1469476010625 903.7368113225941 7.762203236047949 884.1841784867388
21720 1567.9167 1948.7212 895.8761842691009 895.7235558466642 3.4321485458120993 883.894063116649
21722 1552.4526 1946.8628 912.5231083249685 911.9952573441495 9.228484665269436 883.7115656579964
21725 749.964 1949.1304 893.4659860663104 893.4576085747419 4.785436936103893 884.4665823916781
21771 1456.7004 1940.7678 928.9143661493706 931.4135168896519 12.088270961319369 883.9981144638585
21772 1162.6694 1943.6257 915.7364155901676 915.6278116636063 9.850098874253764 884.3834542592871
21860 1627.8517 1935.8857 891.0518002806526 891.0217420527772 2.9514179333992936 883.5141923760136
21875 956.2343 1934.3474 896.7730425874691 895.8164350897143 6.6210763839538 883.3715255546059
21999 731.6035 1920.057 928.1351015680349 919.3096789392557 24.60484889720684 883.9695549830277
22036 1296.702 1892.5483 1040.974167114885 1038.0709800937448 50.42894217107174 884.2855635534762
22066 1178.7798 1916.8813 896.6548111982556 896.4032392365157 4.225211385752331 883.9273700880632
22076 1844.8573 1914.5134 904.72687750653 903.9923168722229 6.476422376747723 882.7808879176441
22086 1271.8752 1903.2245 1112.5017257455147 1076.3114604649793 119.41394342640223 883.3333184908198
22114 887.8351 1913.3582 893.7697099721623 892.9307188065018 5.181609837645929 883.3646752563993
22131 1362.1052 1910.9943 893.0095978416824 891.7569701082693 4.254387896317013 883.8327388192808
22193 1067.627 1906.1884 899.8328555572963 897.4983578313934 8.659045426074671 883.9781995959962
22245 1879.8832 1902.1311 894.8293896286997 893.424696034969 7.459811436687736 882.684833578832
22310 856.5429 1896.9178 893.9985089442644 894.435465341355 4.110454492324572 883.9006044028556
22356 1037.0144 1889.9584 906.3909072563696 907.6936263344815 8.619592555817109 883.7845363693646
22473 760.7856 1872.3295 1055.6511174040384 1045.1021276349504 51.71323482552723 883.7749671514057
22579 1524.3466 1873.4485 892.9306031584703 892.9339914995397 4.217263980238533 883.6702772369684
22590 1963.3334 1869.2192 910.7849942067774 910.6667411789392 9.303096738035926 882.7273364454135
22650 1320.1912 1863.0049 900.7002985127201 899.4898554519731 5.765460575942878 884.6331896295072
22750 1513.4728 1854.0327 899.5831082626053 899.0405867871953 5.214725807916094 884.0846900561305
22824 1273.3276 1845.8104 893.6349291792269 891.725657218518 6.540546988733631 884.3975319055728
22867 1825.1058 1842.323 893.4410798563231 893.5661558956092 2.8217133402052665 883.1774619923715
23021 1590.702 1822.5543 946.396274382289 945.4563054577114 21.544060742478493 883.6757929528031
23024 1334.265 1819.4734 895.8585678720669 896.0357174663114 4.674911604098457 883.6450951904881
23042 1494.4974 1823.6055 907.1323271657128 906.6043860157973 7.187996057738651 883.9969589573399
23101 1235.4828 1821.1619 897.116860378152 894.5353383786651 8.454591735992814 883.756045891062
23118 720.0708 1818.14 902.5032205769098 897.6650714247045 13.38448812434074 883.6323228354145
23436 608.914 1787.9751 902.6497613074424 903.0563752013493 6.08004153464622 884.73491870929
23437 603.1481 1776.4572 901.299513387944 897.5784231404726 12.256236516995608 884.7514354660336
23447 1854.3602 1785.2209 925.6543346030055 922.3254584008492 13.790377663731652 883.4921424258698
23448 1824.7927 1759.9651 955.6430550410203 954.4407631601025 17.929145828878426 883.5164666598881
23461 1390.5068 1787.8232 893.758622274823 894.1058043897947 3.605311646112752 883.8457166167059
23603 1589.4176 1769.9991 916.652495273818 915.6202777368736 13.584324203902177 883.9388481805317
23726 1614.118 1762.3239 903.6679227322747 903.2989572634492 5.287790218867828 883.9955554561977
23781 1530.274 1756.7828 902.5644191779353 900.1772341219859 8.828265798367323 883.8284888635897
23810 1995.4669 1744.4938 1118.4250939273022 1113.459688673608 69.64092219983763 882.8934635313574
24088 1292.6627 1728.9109 892.6525437231737 892.223088706608 3.338484652770524 883.6177604144792
24317 1085.4406 1707.0906 895.9741021420253 895.8203501483882 4.559107931542567 883.920435911374
24318 1071.0194 1704.34 898.2605824569556 896.993368762798 6.311294185611749 884.2439689826394
24421 992.5187 1693.3467 938.8923767369884 936.0786148636382 22.24553878554496 883.8538338898834
24464 1121.3958 1682.7349 969.0214655258912 966.6992590393588 21.841662449974596 883.8560982621786
24753 1397.2083 1660.0938 904.4021003605866 903.606531414267 8.197955945244118 884.3125748235113
24769 1740.0813 1653.7866 945.3965027275676 941.3412035122165 21.771518071176878 884.3640842160825
24786 601.9357 1658.0806 907.0939857742732 905.0530571085437 12.793032992983388 883.558821163632
24843 1691.7736 1653.7963 889.7498623384259 889.8218258699832 3.0632065795313097 884.0018692650331
24855 1979.2518 1651.5336 899.7009680230851 896.3722656772743 10.04643093795716 883.3963342339723
24993 1449.2028 1625.3021 1044.8418447568974 1041.1131067340289 43.791111283950684 884.5349768423033
25235 1522.3668 1616.3749 897.5036962233065 896.2222451101521 4.41956674170864 883.8807883862808
25237 1167.3528 1616.74 890.011690321327 889.5900325993814 2.900021161491796 883.5500228298736
25314 1081.3612 1609.2633 890.2958016216777 889.927688027104 4.053916968282886 883.755644699715
11019 1637.739 2975.6692 3042.596150519783 3042.2579320973414 449.73631461538133 886.6274768346236
11384 1016.5814 2938.4541 2124.565010153944 2100.241041304701 371.37594550734457 886.2550429965777
11617 1149.5371 2915.1829 1878.1867427505601 1833.3678088017386 266.51912867357595 886.8110215118325
13075 1922.5291 2790.8242 4583.014293475705 4229.155541249329 1507.6880143069884 887.3998665620873
13181 801.3793 2767.6765 2252.741732096168 2179.2683722497695 356.775816261218 885.9372996322219
14037 1237.47 2700.2307 918.9356855172691 913.6652828929189 22.385164117489236 884.793989393738
14749 610.3319 2612.9285 1926.0041974695864 1858.9522055381576 283.0998360765143 885.8832429472238
15356 974.053 2587.4751 901.4105301546372 901.3545588085494 6.86815286061686 885.1505966815686
15706 1077.0831 2508.7185 925.5318280536362 924.8852491702835 13.458891948506453 886.9332763875204
16994 1141.3695 2410.5889 896.6929522512758 896.1994939683478 4.712464363665422 884.5831675320588
17421 897.8304 2346.7397 2049.275044231029 2051.1994397351204 269.0723914362565 884.9161977638531
17958 1945.9363 2290.8757 1571.7045384036392 1482.3409877427316 248.40640532216057 884.6948348239005
18886 1481.7998 2205.2131 1445.1811045902978 1442.7508067489891 115.6863375542329 883.7688111921398
20034 1294.0787 2095.8555 913.8342167518686 911.6028469822307 11.142390099158042 883.9233453205262
20661 1738.4625 2086.4851 975.3725324330105 969.6196013563302 24.61369380830942 884.0533905947165
20818 1743.9857 2085.9702 960.8661601200472 961.2700112562262 7.502706862423872 884.429311095758
21042 1108.9244 2000.9932 1168.3285758992356 1166.510283985995 68.35790851801836 884.1517327738313
24465 1100.0153 1689.5441 912.9508848134896 911.5314500861545 8.216913972113584 884.3482808384083
